Student_ID,Course_Year,Attendance_Percentage,Assignment_Submission_Rate,Quiz_Average_Score,Midterm_Score,Previous_GPA,Late_Submission_Count,Missing_Assignment_Count,Study_Plan_Adherence,Academic_Risk_Level
STU-890CFE75,4,61.19,52.56,52.29,19.27,2.17,9.0,0.0,31.03,High Risk
STU-3043A469,1,90.32,38.56,66.21,86.54,3.99,9.0,5.0,81.13,Medium Risk
STU-9D9C9E67,3,47.51,43.36,57.48,51.06,3.28,7.0,6.0,59.34,High Risk
STU-CA22EBC9,4,63.57,54.19,20.93,60.5,1.84,9.0,6.0,56.38,High Risk
STU-C900AAE8,3,36.59,47.69,58.82,38.22,3.29,5.0,0.0,30.09,Low Risk
STU-40131A03,2,45.66,50.53,26.07,57.15,2.07,5.0,7.0,52.5,High Risk
STU-3746D5C3,1,96.15,78.83,59.13,80.36,2.82,8.0,3.0,95.65,Medium Risk
STU-14E34980,2,72.58,33.47,35.92,74.1,3.29,7.0,4.0,47.94,Medium Risk
STU-8AA01DA3,1,87.36,70.21,27.26,99.0,3.22,0.0,3.0,33.85,Low Risk
STU-36058002,4,66.62,74.25,39.47,54.61,1.42,6.0,2.0,65.88,High Risk
STU-74D5F4CE,3,89.26,84.17,23.47,57.67,3.48,5.0,7.0,58.18,Medium Risk
STU-DB469A63,3,70.03,87.79,39.14,14.75,3.77,4.0,3.0,55.78,Low Risk
STU-E1B28508,2,35.29,32.69,88.69,45.04,1.7,2.0,3.0,28.88,High Risk
STU-0137F7DE,1,93.48,31.06,41.11,92.99,1.99,0.0,2.0,92.24,Low Risk
STU-BDD896E8,1,44.66,69.18,54.97,41.54,3.81,7.0,0.0,66.67,Low Risk
STU-F5EE7121,1,64.29,80.55,59.18,78.95,3.95,2.0,4.0,67.82,Low Risk
STU-B7A282F0,2,65.98,41.79,30.15,97.98,2.36,6.0,1.0,25.08,Medium Risk
STU-D8AAB08C,2,38.07,62.07,52.55,21.42,1.1,5.0,4.0,53.73,High Risk
STU-21328004,2,38.45,81.78,87.5,40.06,3.8,1.0,1.0,64.56,Low Risk
STU-344E39F0,2,84.57,81.4,21.84,52.69,1.08,1.0,3.0,93.5,Medium Risk
STU-AFA0259C,4,54.53,72.31,93.44,31.36,1.99,2.0,0.0,64.33,Low Risk
STU-4F158205,2,61.63,26.3,89.04,11.12,1.27,2.0,7.0,96.48,High Risk
STU-B5C9592C,3,71.67,24.05,87.75,52.17,2.54,1.0,3.0,73.81,Medium Risk
STU-63E382C9,1,59.27,51.08,31.88,58.3,1.11,7.0,7.0,28.27,High Risk
STU-0C86E793,2,85.38,22.13,56.17,66.29,1.68,0.0,6.0,20.53,Medium Risk
STU-AB03D5AF,1,92.49,92.33,67.37,84.45,2.38,2.0,5.0,61.61,Medium Risk
STU-B2A033A4,3,38.88,21.61,23.5,32.77,1.22,0.0,1.0,95.27,Medium Risk
STU-164CAAF0,1,76.3,22.37,62.33,15.49,2.44,3.0,6.0,42.12,High Risk
STU-264B2038,1,55.65,33.23,86.4,18.09,1.8,0.0,7.0,90.16,Medium Risk
STU-15E6BDBE,4,72.91,70.16,94.61,54.77,1.8,0.0,6.0,27.42,Medium Risk
STU-26CE4F4E,1,66.45,63.32,38.66,93.0,3.81,3.0,0.0,78.0,Low Risk
STU-0CB53BF0,2,56.69,72.76,39.54,98.4,3.07,5.0,1.0,50.37,Low Risk
STU-63067302,2,41.16,91.48,38.01,28.45,3.79,5.0,7.0,16.1,High Risk
STU-22BEEDAB,2,71.36,56.4,28.04,23.68,2.73,3.0,3.0,39.6,High Risk
STU-5E99B7B2,3,42.33,23.51,51.61,41.81,3.72,6.0,7.0,49.06,High Risk
STU-F5D8EC76,3,45.15,81.08,81.68,51.75,3.51,7.0,7.0,52.2,High Risk
STU-4D21C0EF,2,98.84,84.96,75.53,82.73,3.99,1.0,6.0,29.58,Low Risk
STU-F2F9CB67,1,55.59,23.99,91.53,79.71,2.51,8.0,1.0,67.41,Medium Risk
STU-E4A73AB6,3,72.99,39.43,45.24,93.04,3.09,4.0,5.0,86.95,Medium Risk
STU-4F4A15B9,2,52.7,81.65,63.64,87.23,1.48,5.0,0.0,73.52,Medium Risk
STU-89308C09,4,91.26,50.09,80.16,49.49,3.82,0.0,5.0,82.92,Low Risk
STU-54FA9333,2,53.42,57.81,91.34,11.71,2.2,3.0,4.0,44.6,Medium Risk
STU-097229A8,3,58.85,85.85,89.1,31.29,3.75,6.0,3.0,86.76,Medium Risk
STU-272636BE,4,74.55,27.57,54.57,64.9,1.3,5.0,1.0,15.48,High Risk
STU-31B917C9,3,91.55,74.18,92.08,55.13,2.55,1.0,1.0,85.36,Low Risk
STU-71173FC0,2,88.05,37.2,52.74,31.61,1.0,6.0,5.0,17.35,High Risk
STU-563C991A,3,52.15,25.01,91.74,21.84,2.25,8.0,4.0,69.92,High Risk
STU-E24E8C51,2,88.92,73.0,81.04,29.44,1.25,8.0,0.0,32.52,Medium Risk
STU-93F36EF8,3,80.58,29.71,33.84,33.38,2.35,2.0,5.0,56.95,Medium Risk
STU-015B4B22,1,99.34,79.76,94.02,88.06,2.67,5.0,2.0,49.36,Low Risk
STU-C7BA7154,3,95.8,36.22,35.61,73.92,3.56,0.0,2.0,96.4,Low Risk
STU-FA8E788C,1,69.65,23.88,92.22,59.71,1.89,3.0,2.0,42.47,Medium Risk
STU-2C415A52,1,83.75,27.94,67.28,11.88,2.7,4.0,7.0,71.49,High Risk
STU-00A3701E,3,72.06,87.3,71.73,83.91,1.2,8.0,6.0,58.95,High Risk
STU-DBEA8408,1,73.67,49.68,24.29,59.72,3.74,2.0,3.0,47.21,Medium Risk
STU-CE9758D5,3,41.6,44.18,20.59,66.46,2.36,8.0,6.0,70.34,High Risk
STU-011C35E1,4,35.15,59.3,97.31,15.91,1.76,4.0,7.0,26.88,High Risk
STU-7BEB3AB3,4,38.13,70.63,43.64,83.34,2.39,2.0,5.0,77.28,Medium Risk
STU-B6708D32,3,97.83,22.97,86.77,84.88,2.44,1.0,7.0,64.84,Medium Risk
STU-00890D0A,2,43.21,91.86,74.88,89.5,3.23,8.0,2.0,80.48,Low Risk
STU-2567C107,2,37.89,96.68,66.35,57.53,3.92,5.0,6.0,79.12,Medium Risk
STU-56E4205D,2,55.13,53.38,73.24,45.46,1.56,5.0,5.0,55.48,High Risk
STU-DF7436D2,1,73.23,53.01,22.6,16.57,1.16,1.0,2.0,50.55,Medium Risk
STU-7C609CE9,2,96.65,90.28,50.05,27.45,2.97,7.0,4.0,87.74,Medium Risk
STU-728E20AA,3,80.49,54.34,66.6,30.3,3.65,4.0,2.0,92.53,Low Risk
STU-1EBD88F6,1,52.96,88.5,88.74,15.64,2.7,9.0,6.0,50.65,High Risk
STU-480FB730,1,96.04,22.27,75.75,23.89,1.24,5.0,1.0,93.99,Medium Risk
STU-4145833E,3,37.34,59.17,36.49,89.81,2.27,8.0,7.0,93.31,High Risk
STU-C4AD40CD,1,98.64,96.19,98.72,59.09,2.96,7.0,4.0,26.02,Medium Risk
STU-B3E80372,1,38.81,40.22,69.66,78.8,1.98,8.0,1.0,54.46,Medium Risk
STU-9072DF79,1,84.0,41.29,57.61,34.75,3.53,6.0,3.0,83.46,Medium Risk
STU-A0E3561E,3,37.94,70.41,81.42,22.11,1.67,0.0,4.0,27.73,Medium Risk
STU-2E154E85,3,95.55,94.1,66.23,43.59,2.09,0.0,1.0,35.43,Low Risk
STU-A9E5E39A,3,42.06,35.9,75.35,81.37,3.75,3.0,1.0,62.03,Low Risk
STU-032F3178,1,38.28,93.73,67.46,36.76,2.72,1.0,0.0,25.36,Low Risk
STU-D02A80B5,3,92.8,73.04,30.2,28.41,1.02,8.0,0.0,43.61,Medium Risk
STU-7A16D70A,3,41.23,99.44,61.19,12.02,1.73,3.0,0.0,58.75,Medium Risk
STU-D0CC3619,2,86.87,78.92,39.06,66.16,3.26,4.0,0.0,82.27,Low Risk
STU-C292953C,2,83.56,73.42,63.47,49.22,1.16,1.0,2.0,28.4,Medium Risk
STU-FE3ECF52,3,73.93,85.19,25.67,33.29,3.98,8.0,6.0,76.34,Medium Risk
STU-E9907EA8,2,59.57,34.01,34.72,56.78,3.69,7.0,3.0,95.57,Medium Risk
STU-2C49FA99,3,94.51,95.68,83.74,73.06,1.67,6.0,2.0,32.6,Medium Risk
STU-6F3B0190,1,91.62,33.25,49.45,32.27,3.69,6.0,3.0,34.31,Medium Risk
STU-4A3FA2B6,2,62.71,22.05,72.27,64.79,3.1,7.0,4.0,81.68,Medium Risk
STU-A80751CE,2,50.06,75.83,57.32,33.41,2.28,9.0,3.0,26.43,High Risk
STU-F5A7B166,2,52.72,34.77,43.96,98.8,1.59,9.0,2.0,54.97,Medium Risk
STU-D4B6187C,2,49.32,80.7,57.09,75.92,1.6,6.0,6.0,50.14,High Risk
STU-C82D4909,4,70.18,83.6,84.16,64.24,2.78,9.0,6.0,58.46,Medium Risk
STU-B173E72F,4,91.46,38.94,38.94,25.51,2.25,6.0,6.0,59.12,High Risk
STU-6C93DF21,3,85.28,26.94,50.82,62.78,2.79,5.0,4.0,62.41,Medium Risk
STU-AD079A43,3,86.71,60.07,32.22,82.04,1.99,8.0,5.0,84.53,Medium Risk
STU-44DBFC8C,1,64.14,91.22,44.85,76.34,1.69,3.0,4.0,51.4,Medium Risk
STU-25862FD7,3,55.96,87.78,90.23,80.02,3.51,4.0,5.0,33.32,Low Risk
STU-67307ECF,2,84.23,29.37,81.79,38.6,3.76,5.0,4.0,81.79,Medium Risk
STU-DEF5F52D,2,86.56,97.18,46.76,39.54,3.12,6.0,0.0,98.24,Low Risk
STU-E862216F,1,80.2,41.12,26.25,58.5,1.48,4.0,6.0,25.7,High Risk
STU-5DE8F9BA,1,37.09,47.95,50.7,35.08,1.28,4.0,2.0,37.14,High Risk
STU-8369C11C,1,73.33,31.92,80.6,20.17,2.62,9.0,0.0,98.08,Medium Risk
STU-F658DCCE,1,57.56,50.22,18.72,51.5,2.65,9.0,6.0,33.83,High Risk
STU-AC3DFC3B,1,47.75,70.85,78.35,10.17,2.92,5.0,5.0,50.9,Medium Risk
STU-226C50AD,3,80.14,60.49,72.79,78.47,3.72,9.0,7.0,22.11,Medium Risk
STU-2B53DD33,1,52.45,86.2,20.5,77.47,2.94,8.0,1.0,40.93,Medium Risk
STU-3C7A482A,2,94.33,71.3,69.03,59.67,3.75,5.0,6.0,37.03,Medium Risk
STU-77BA6648,4,54.38,41.08,40.39,77.29,1.35,7.0,6.0,96.4,High Risk
STU-D06FA426,1,71.09,64.6,30.07,66.21,3.13,3.0,4.0,26.95,Medium Risk
STU-6934996E,4,88.8,25.14,47.71,72.77,3.78,6.0,4.0,41.35,Medium Risk
STU-065B0CAB,3,61.14,66.46,32.46,15.82,2.39,4.0,4.0,21.77,Medium Risk
STU-62171A82,2,88.86,51.17,85.09,89.31,3.9,3.0,6.0,72.12,Low Risk
STU-381957F1,1,82.04,27.87,78.07,67.95,2.66,1.0,2.0,98.83,Low Risk
STU-ABB3B866,1,94.86,44.6,98.36,64.96,3.83,8.0,4.0,28.02,Medium Risk
STU-D37E20D7,2,56.18,91.85,60.4,44.85,3.25,4.0,2.0,68.31,Medium Risk
STU-0FA45775,1,41.83,66.88,22.58,12.53,2.37,5.0,7.0,28.03,High Risk
STU-B7AC903F,1,62.97,92.26,46.26,91.13,1.1,0.0,1.0,34.25,Low Risk
STU-3064938D,1,86.08,52.86,86.28,98.71,2.97,3.0,1.0,61.09,Low Risk
STU-71C31182,3,64.28,98.31,48.73,82.7,1.76,4.0,7.0,95.73,Medium Risk
STU-17E85EFB,1,52.03,48.8,53.73,92.35,1.87,3.0,1.0,55.39,Medium Risk
STU-DFD766C0,3,36.79,80.54,50.02,20.89,1.06,1.0,7.0,53.29,High Risk
STU-4F396C51,1,55.35,44.43,35.01,21.58,2.67,0.0,0.0,26.64,Medium Risk
STU-225B8FFE,4,81.37,28.48,21.22,89.16,1.87,8.0,7.0,62.9,High Risk
STU-E5A9E547,1,44.59,86.64,30.35,15.18,3.95,3.0,4.0,54.31,Medium Risk
STU-00E88BDF,3,57.16,81.01,45.94,18.39,3.25,7.0,1.0,43.44,Medium Risk
STU-FDB6EC06,2,36.32,85.65,35.86,83.52,2.07,7.0,3.0,77.11,Medium Risk
STU-4DE779BA,3,81.91,43.98,63.68,60.13,1.88,3.0,5.0,40.32,Medium Risk
STU-E6691036,1,92.24,76.29,67.18,45.26,3.14,7.0,7.0,91.75,High Risk
STU-DC5D673B,2,71.95,37.59,63.46,59.81,1.76,3.0,5.0,89.18,High Risk
STU-1E56BBC4,1,36.68,20.9,22.22,89.09,2.34,5.0,2.0,56.36,Medium Risk
STU-51C91C0E,2,49.15,89.32,71.68,78.14,1.48,4.0,5.0,92.18,Medium Risk
STU-AA206E06,1,63.5,61.88,47.69,72.24,1.76,0.0,3.0,96.73,Low Risk
STU-6EE71385,2,73.19,98.69,89.64,97.92,1.3,8.0,1.0,18.09,Medium Risk
STU-EAF21F1F,1,67.26,50.8,59.68,56.92,2.28,5.0,0.0,87.46,Low Risk
STU-8297B8B1,1,94.53,96.55,22.18,10.57,3.78,9.0,0.0,49.21,Medium Risk
STU-0C15D07F,3,96.01,69.2,15.78,48.61,1.3,8.0,3.0,99.59,High Risk
STU-B4E2E18B,4,41.96,60.98,74.71,18.69,2.31,3.0,6.0,44.15,Medium Risk
STU-BA629645,2,44.0,44.22,49.04,20.48,1.89,3.0,1.0,85.82,Medium Risk
STU-56B0B544,3,58.27,86.02,39.48,32.94,2.09,3.0,4.0,33.73,High Risk
STU-255CE59A,2,62.38,86.3,53.01,44.32,3.31,1.0,2.0,94.07,Low Risk
STU-B796243B,2,73.09,53.35,21.15,53.34,2.31,2.0,6.0,78.13,Medium Risk
STU-2F225719,1,85.26,78.18,48.32,25.28,2.95,4.0,2.0,39.13,Medium Risk
STU-71294CA2,1,43.82,55.78,41.75,38.05,3.92,3.0,0.0,73.42,Low Risk
STU-BE5CEEF6,4,87.17,79.17,83.02,34.89,2.85,0.0,5.0,52.01,Low Risk
STU-43B7536D,2,74.65,99.54,29.86,42.87,2.01,7.0,3.0,88.05,Medium Risk
STU-F13B1E04,3,98.76,41.0,79.29,19.72,2.19,3.0,1.0,15.5,Medium Risk
STU-9F405A24,2,77.33,70.72,57.53,45.76,3.09,3.0,1.0,59.48,Medium Risk
STU-96FC24A8,2,81.55,50.39,21.96,59.89,3.08,6.0,6.0,72.91,High Risk
STU-850A0343,2,47.69,63.87,97.42,18.73,2.1,5.0,4.0,48.73,High Risk
STU-2F9BC602,3,84.98,89.93,77.41,56.87,3.17,1.0,4.0,55.23,Low Risk
STU-EA61F44C,1,40.15,47.81,37.11,78.03,2.65,3.0,5.0,35.4,Medium Risk
STU-6E1E2D0D,2,77.67,25.79,64.45,10.74,3.94,1.0,6.0,50.48,Medium Risk
STU-AB5F6141,2,38.61,83.91,91.49,14.28,3.72,2.0,1.0,93.29,Low Risk
STU-019087E1,4,42.49,64.4,94.12,51.98,3.47,9.0,1.0,47.69,Medium Risk
STU-5920BDBF,2,42.01,55.95,77.15,88.55,1.1,5.0,2.0,99.02,Medium Risk
STU-B7DFB7F9,3,38.41,34.67,76.85,99.8,2.14,8.0,7.0,54.57,High Risk
STU-A9422761,1,55.87,27.43,38.58,18.41,2.72,0.0,7.0,67.74,Medium Risk
STU-88A1D54F,1,99.63,42.3,99.13,11.65,2.56,3.0,5.0,15.39,Medium Risk
STU-79E1899D,4,57.63,77.51,35.7,30.59,3.29,7.0,7.0,30.89,High Risk
STU-0B5A3AF9,3,84.45,52.94,22.6,52.07,3.73,3.0,3.0,45.24,Low Risk
STU-4A1E4790,2,43.6,65.62,98.08,61.46,3.36,5.0,2.0,42.88,Low Risk
STU-AABF6DB9,2,64.54,26.56,27.99,97.61,1.66,0.0,4.0,76.14,Medium Risk
STU-B3A07CDB,1,47.03,29.86,59.34,89.96,2.46,9.0,6.0,61.63,High Risk
STU-C049C824,3,47.49,20.9,54.8,60.59,2.18,3.0,7.0,33.42,High Risk
STU-D373FC30,1,41.48,73.86,87.1,42.55,3.3,6.0,0.0,66.48,Low Risk
STU-BC621059,3,63.08,41.16,48.72,38.92,3.69,5.0,5.0,26.15,High Risk
STU-596BC5D4,2,39.91,97.35,57.69,61.54,1.86,8.0,1.0,88.73,Medium Risk
STU-653934D0,1,94.14,44.68,18.72,74.92,2.47,2.0,1.0,78.72,Low Risk
STU-9A9D2E5A,4,64.11,49.09,32.67,53.35,3.2,4.0,7.0,44.41,Medium Risk
STU-1192CA99,4,89.51,57.56,85.8,37.4,1.15,6.0,6.0,19.11,High Risk
STU-75918453,1,98.67,45.53,55.66,65.18,3.89,0.0,6.0,81.54,Low Risk
STU-0656B6AE,4,79.06,85.4,34.63,60.21,3.4,8.0,3.0,35.69,Medium Risk
STU-EA9DB30C,3,93.6,90.1,46.36,48.46,2.63,8.0,4.0,37.01,Medium Risk
STU-9E546159,3,43.8,20.88,39.23,77.35,3.34,2.0,1.0,51.68,Low Risk
STU-80B83B7B,4,88.95,72.37,62.28,35.4,3.51,7.0,2.0,66.73,Medium Risk
STU-4088A23A,2,52.63,74.89,19.37,53.64,2.48,1.0,5.0,17.92,Medium Risk
STU-937946D5,3,65.72,96.91,34.12,94.63,2.32,3.0,5.0,85.18,Medium Risk
STU-30AEC9F6,4,77.03,49.63,45.17,75.05,3.51,6.0,7.0,17.9,Medium Risk
STU-4A78FF14,2,93.73,35.62,93.9,44.92,3.58,8.0,5.0,29.87,Medium Risk
STU-1A990180,2,94.21,61.65,67.98,59.16,1.37,3.0,3.0,34.28,Medium Risk
STU-D1A6AF22,2,40.99,55.8,57.86,46.49,3.72,0.0,1.0,87.2,Low Risk
STU-B9B718AA,3,58.7,83.34,31.22,20.13,1.83,6.0,0.0,78.4,Medium Risk
STU-63C605DA,3,86.56,92.32,62.42,40.14,3.0,2.0,4.0,66.9,Low Risk
STU-6D492E4F,2,80.71,26.94,93.97,87.44,3.13,9.0,6.0,45.27,Medium Risk
STU-D42B2E1C,2,36.71,87.73,63.14,51.51,1.84,8.0,3.0,62.0,Medium Risk
STU-1574C6AE,1,64.24,92.72,29.01,62.62,1.91,9.0,6.0,19.33,High Risk
STU-6524D04F,1,88.9,93.93,99.76,26.33,3.12,8.0,2.0,88.62,Medium Risk
STU-08C74708,2,82.95,81.14,57.4,42.06,1.53,1.0,4.0,73.82,Medium Risk
STU-F5818CCD,2,61.77,79.37,42.16,93.63,3.58,6.0,1.0,71.68,Low Risk
STU-95DA1740,4,82.79,21.19,57.79,38.28,1.67,7.0,0.0,98.66,Medium Risk
STU-C703A0E9,2,70.83,93.62,37.41,32.55,2.05,0.0,2.0,60.33,Low Risk
STU-CF0FA9A3,4,94.32,48.12,17.58,15.03,1.8,4.0,4.0,21.21,High Risk
STU-55CBA5D3,1,73.16,23.29,90.61,18.75,1.74,7.0,1.0,34.39,Medium Risk
STU-19F84A2A,4,61.05,53.04,51.45,62.63,3.94,9.0,3.0,28.65,Medium Risk
STU-F4B4C758,2,91.09,78.63,79.0,69.4,1.76,1.0,5.0,95.0,Low Risk
STU-E7E2DFCC,3,38.24,55.36,97.56,67.74,2.73,0.0,1.0,25.85,Low Risk
STU-58647C40,2,93.53,80.64,68.77,58.58,3.24,9.0,3.0,16.92,Medium Risk
STU-E2485E24,2,80.26,60.75,73.79,54.19,1.13,3.0,3.0,40.69,Medium Risk
STU-C11B39C5,1,96.14,43.95,95.18,16.49,3.64,0.0,1.0,25.37,Low Risk
STU-9E9BB38E,1,51.28,36.23,58.91,85.66,1.46,4.0,0.0,67.73,Medium Risk
STU-3501C447,3,80.17,53.69,42.19,56.18,2.76,7.0,5.0,34.02,High Risk
STU-24EEF35C,2,87.62,22.86,93.32,21.87,2.92,7.0,3.0,86.63,Medium Risk
STU-06228C06,4,80.64,53.8,20.86,22.23,2.89,8.0,5.0,27.17,High Risk
STU-FFE620C2,2,48.67,25.49,33.24,56.17,3.2,4.0,3.0,27.96,Medium Risk
STU-09A50AC6,4,52.91,90.16,44.01,32.01,3.79,7.0,7.0,66.65,Medium Risk
STU-22F8540E,1,71.84,66.04,81.48,92.98,3.78,9.0,1.0,21.96,Medium Risk
STU-7E3D1B77,1,64.04,71.68,91.83,54.91,2.73,4.0,7.0,19.3,Medium Risk
STU-FE7C009B,2,82.78,43.11,53.4,98.06,2.11,6.0,3.0,30.63,Medium Risk
STU-CD11A4B4,4,59.61,38.07,39.32,76.07,1.96,7.0,6.0,59.77,High Risk
STU-CD9339A9,2,90.87,76.63,45.02,82.96,3.66,7.0,2.0,61.56,Low Risk
STU-94FAA55C,1,63.07,73.73,70.81,45.0,3.56,1.0,4.0,47.7,Low Risk
STU-CD8C04D6,1,37.6,29.81,28.43,22.06,1.89,0.0,1.0,54.7,Medium Risk
STU-9F555F93,2,36.13,39.09,61.53,72.07,1.46,7.0,6.0,53.66,High Risk
STU-62965EE1,3,77.04,95.73,65.02,46.64,3.58,8.0,2.0,53.89,Medium Risk
STU-7A830DCA,2,70.14,44.33,75.17,95.4,2.83,6.0,6.0,37.63,Medium Risk
STU-4BC12D1C,3,70.28,22.07,66.33,27.43,1.94,7.0,5.0,29.41,High Risk
STU-2BEE19E1,3,86.35,25.1,23.24,66.39,2.83,8.0,3.0,48.28,High Risk
STU-F840BB7D,4,59.42,82.04,73.55,87.95,1.2,9.0,3.0,54.39,Medium Risk
STU-EF9DDAD4,2,99.7,80.57,16.85,46.25,1.57,9.0,3.0,96.04,High Risk
STU-22BD4002,2,96.46,50.55,48.18,95.83,2.64,9.0,4.0,78.62,Medium Risk
STU-8D421650,4,35.84,32.26,50.45,16.9,2.62,3.0,6.0,88.22,Medium Risk
STU-27F89530,2,93.22,59.85,24.91,62.82,1.74,2.0,0.0,47.83,Low Risk
STU-53E57E7C,2,79.24,46.55,15.84,79.96,3.95,3.0,1.0,63.67,Low Risk
STU-03663A4B,4,67.64,49.92,21.05,28.16,2.24,9.0,2.0,78.1,High Risk
STU-0AD9384A,1,72.88,40.88,52.94,15.21,3.13,2.0,7.0,30.6,High Risk
STU-25168B90,2,89.72,25.03,35.43,17.19,1.78,1.0,0.0,54.04,Medium Risk
STU-E0FCFFAD,1,96.82,83.29,20.86,38.73,2.27,0.0,1.0,44.61,Low Risk
STU-976F70FC,1,71.42,69.46,36.79,30.09,3.49,3.0,3.0,61.56,Low Risk
STU-66A7BD1C,1,46.78,86.77,59.95,30.15,3.55,4.0,3.0,39.83,Medium Risk
STU-D8428567,1,76.58,60.26,78.08,51.27,1.41,7.0,2.0,45.15,Medium Risk
STU-8CC25C2A,2,39.95,98.8,50.02,17.64,2.06,6.0,0.0,85.74,Medium Risk
STU-183DFE75,4,76.28,97.0,67.12,99.6,1.61,5.0,3.0,81.09,Low Risk
STU-144C62BB,3,87.56,41.74,65.72,72.62,3.67,5.0,4.0,49.61,Low Risk
STU-A7EB7803,3,57.97,50.96,91.19,12.73,3.26,4.0,1.0,23.32,Low Risk
STU-C94DDA54,2,39.63,80.22,30.25,72.27,2.69,3.0,2.0,39.29,Medium Risk
STU-433E1026,4,79.99,82.13,55.5,81.26,2.95,7.0,4.0,77.21,Medium Risk
STU-F633392B,4,57.06,92.86,68.71,27.17,3.74,7.0,2.0,79.23,Medium Risk
STU-A76BE78D,4,51.19,72.21,59.18,85.62,1.91,9.0,1.0,42.59,Medium Risk
STU-57E5BC68,4,79.8,58.01,53.28,65.06,1.04,2.0,7.0,94.87,High Risk
STU-3FD149A8,1,98.02,50.21,97.74,83.88,1.08,7.0,0.0,57.65,Medium Risk
STU-0794CA03,3,83.45,53.53,95.07,74.5,1.14,4.0,7.0,89.66,High Risk
STU-0321CCCD,3,66.94,88.03,66.97,73.42,1.39,0.0,6.0,60.03,Medium Risk
STU-75DAA743,2,74.03,98.4,52.36,24.24,2.71,7.0,4.0,16.03,Medium Risk
STU-EBF7FA3A,2,44.25,24.15,79.21,38.42,3.94,6.0,7.0,23.46,High Risk
STU-423F0B7D,1,87.86,66.42,58.6,57.09,2.26,6.0,3.0,23.95,Medium Risk
STU-10C7BC93,1,74.28,61.6,99.62,20.13,3.14,4.0,2.0,76.0,Low Risk
STU-D1ECAA41,4,97.78,50.09,73.3,53.06,3.38,4.0,7.0,88.12,Medium Risk
STU-9706B475,3,98.67,88.13,20.79,50.08,3.4,6.0,0.0,59.69,Low Risk
STU-CFD63C5E,1,58.05,66.06,49.16,30.87,2.33,8.0,1.0,87.61,Medium Risk
STU-F54A4F01,1,99.26,45.05,77.07,27.97,2.65,9.0,3.0,46.61,Medium Risk
STU-5845F62B,3,97.19,55.53,86.6,32.26,1.99,0.0,2.0,23.66,Low Risk
STU-CA3A0EA6,2,76.59,48.54,84.14,64.46,3.06,7.0,6.0,37.01,High Risk
STU-7327E4EC,2,56.68,54.41,98.07,47.35,2.15,9.0,0.0,25.03,Medium Risk
STU-AD17855F,1,83.97,25.7,56.58,47.26,1.93,8.0,1.0,90.29,Medium Risk
STU-78EA8D14,1,52.63,28.95,26.91,26.36,2.88,6.0,5.0,35.33,High Risk
STU-AF95CB4E,2,75.94,69.9,70.44,80.86,2.02,1.0,6.0,78.81,Low Risk
STU-6C17AC7E,3,36.6,74.73,21.01,73.03,2.22,4.0,5.0,21.06,High Risk
STU-9A7DFF2E,1,75.86,70.93,97.75,48.62,3.13,3.0,5.0,80.88,Low Risk
STU-D4AF44D3,2,96.85,81.05,79.48,22.8,3.56,6.0,0.0,22.23,Low Risk
STU-304BF87E,3,50.28,95.48,98.48,74.32,2.3,2.0,1.0,95.55,Low Risk
STU-318478DF,4,85.58,88.85,47.07,90.9,2.57,7.0,3.0,69.45,Medium Risk
STU-846FEEFB,1,54.07,53.48,16.34,26.04,3.24,4.0,5.0,72.49,Medium Risk
STU-BA5E0F4E,3,81.01,37.4,59.31,64.24,1.67,5.0,4.0,72.88,Medium Risk
STU-5F6B8C87,4,80.5,44.95,25.3,48.19,2.25,3.0,2.0,38.35,Medium Risk
STU-8EEA58CB,4,47.01,67.02,72.77,17.89,3.43,6.0,7.0,52.65,High Risk
STU-A31D492C,3,73.81,88.5,57.29,75.32,3.68,8.0,4.0,91.95,Medium Risk
STU-F80056BE,3,90.85,76.14,79.04,16.4,2.93,3.0,3.0,32.59,Low Risk
STU-63F9B7A6,1,59.86,63.44,39.74,73.2,2.18,5.0,6.0,59.85,High Risk
STU-4D3827AB,3,81.17,68.15,85.48,35.3,2.82,5.0,4.0,42.45,Medium Risk
STU-A9CDC55A,3,78.84,62.26,70.32,60.91,1.54,0.0,2.0,79.9,Low Risk
STU-12C1E599,2,51.74,97.73,98.96,24.44,1.09,8.0,3.0,53.78,High Risk
STU-188227D7,2,94.71,85.29,30.18,43.38,1.22,1.0,6.0,44.13,Medium Risk
STU-EC59F47A,3,71.63,82.5,19.35,19.37,1.32,9.0,2.0,65.4,High Risk
STU-77AA300C,4,58.09,61.39,87.34,52.06,1.68,0.0,4.0,24.01,Medium Risk
STU-B077D346,2,45.68,46.54,43.77,29.2,2.39,4.0,7.0,62.6,High Risk
STU-5B76B3DC,1,65.77,21.56,51.66,26.91,1.7,1.0,6.0,81.6,Medium Risk
STU-DED98164,3,82.46,23.47,93.68,19.64,2.76,9.0,7.0,96.85,High Risk
STU-CB1A82DC,1,75.54,22.42,52.46,78.89,3.99,4.0,0.0,86.84,Low Risk
STU-5EF12409,3,82.26,98.44,40.33,67.56,2.49,0.0,6.0,67.39,Low Risk
STU-69CA63E8,1,86.46,29.16,20.06,24.12,3.27,6.0,5.0,60.95,High Risk
STU-406BAA65,2,63.67,31.37,52.65,52.52,1.88,3.0,6.0,42.94,High Risk
STU-DDB11373,3,68.81,58.73,70.67,69.48,3.89,7.0,6.0,55.62,Medium Risk
